feature,importance_gain
single_family_ha,2409621.486510277
multi_family_ha,715840.5780911446
facility_industrial_ha,308449.3414516449
road_area_ha,47412.09837627411
bus_routes_cnt,22306.121591567993
parks_green_ha,15396.372743606567
facility_office_ha,14146.555544376373
facility_neighborhood_ha,12414.424613952637
facility_sales_ha,7083.284850120544
facility_education_ha,5824.707377433777
water_area_ha,2463.4526295661926
subway_influence_ha,1391.0928020477295
