feature,importance_gain
single_family_ha,6067541.060111523
multi_family_ha,2501063.3805511
facility_industrial_ha,959132.4725365639
road_area_ha,90491.32649469376
bus_routes_cnt,37906.428795814514
facility_office_ha,33984.23739814758
facility_neighborhood_ha,16628.330254793167
parks_green_ha,16247.338078737259
facility_sales_ha,11791.773344993591
facility_education_ha,10629.905572414398
subway_influence_ha,7122.028267860413
water_area_ha,3775.7209944725037
