feature,importance_gain
facility_industrial_ha,706606.8957982063
single_family_ha,337943.19158530235
multi_family_ha,264136.26024484634
road_area_ha,49607.66400384903
facility_sales_ha,5431.951395511627
parks_green_ha,4663.275238037109
bus_routes_cnt,4003.312572956085
facility_office_ha,2024.811689376831
water_area_ha,1919.781517982483
facility_education_ha,1901.8884544372559
facility_neighborhood_ha,1884.03985953331
subway_influence_ha,773.435305595398
