grid_id_main,ci_norm,vci_norm,lum_norm,lum_adjacency_norm,lum_intensity_norm,lum_proximity_norm,gi_norm,li_norm,single_family_ha,multi_family_ha,facility_neighborhood_ha,facility_sales_ha,facility_office_ha,facility_education_ha,facility_industrial_ha,parks_green_ha,water_area_ha,road_area_ha,subway_influence_ha,bus_routes_cnt,cooling_kwh_per_floor_m2,heating_kwh_per_floor_m2,other_electricity_kwh_per_floor_m2
3797,0.0015356091372025,0.1662405542894076,0.0,0.9833333333333334,0.9832128881764148,0.0,0.0,0.0,0.0,3.644482518956266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0221132904388464,0.0,0,16.00248544179458,16.014784473000493,9.437507293202753
3798,0.0149542833216211,0.3769540605305009,0.0,0.9,0.8022198598021032,0.0,0.9366713269783452,0.5893169493549868,0.0,2.4170835414296565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.950304282286742,0.0,0,12.956065234417519,13.831842896931988,9.73935033161113
3799,0.9743342262440176,0.6506642049892799,0.2501923922444007,0.7333333333333333,0.470498458698302,0.1275529655594667,0.9336709335316796,0.8842188022527366,6.593569235549902,0.0,0.0,0.0,0.0,0.0,1.3485964121773062,0.0,0.0,2.183192976128944,0.0,2,10.20491930950871,14.318491573174086,4.484954885421711
3800,0.8544085016595625,0.459944193688517,0.5097825406010855,0.8083333333333333,0.2831315079986032,0.1542591480902328,0.9210405206117308,0.6213981065584936,9.609930027102486,0.0,4.219420877092785,0.0,0.0,0.0,3.2844805670385613,0.0,0.0,1.8094836211494985,0.0,0,9.168230858823573,14.025604841480783,4.3286739683432325
3801,0.9191229275103764,0.4433298438811581,0.1442227716581174,0.8583333333333332,0.4145938894487759,0.0641599069998546,0.8997270403963188,0.5885250185065979,5.487161451543528,0.0223682310581114,0.0428456802985944,0.0,0.0,0.0,6.694363951514472,0.8354045600366746,0.0,1.7962071990971258,0.0,0,12.57659978264338,14.512249852300268,6.8875765564206475
3802,0.975166629922754,0.6820769212245298,0.3638605897418572,0.9499999999999998,0.0272062289079513,0.6352935414753617,0.8897651870716777,0.4667305523328057,1.010564420203127,0.0,0.0,0.0,0.0,0.0,1.1928121453754184,1.9648764715971123,0.0,2.7206198042152097,0.0,0,10.201825516156738,13.311662042262359,3.826195747182931
3803,0.805967692362753,0.4592553553070286,0.0,0.9007352941176472,0.2632445601969631,0.0,0.8988068199550487,0.605554317257657,3.0573388076950496,0.0,0.0,0.0,0.0,0.0,3.702454221412145,1.0072395395888794,0.0,1.1305669025280374,0.0,0,9.84104824748693,12.46476457265675,7.436893397565054
3805,0.9293737003720954,0.1570270551645689,0.0266089366855575,0.7857142857142855,0.5726407336025157,0.1016307865918849,0.8739203973985188,0.8058842789947811,1.1696752269366062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8322260885128735,0.0,0,13.442952685569544,16.09216674169875,6.645275291257996
3806,0.0170856256555219,0.4581701706967532,0.50764797369169,0.6666666666666666,0.474653089997863,0.4750013547214918,0.0,0.0,0.0,5.263724817515872,0.0,0.0,0.0,0.0,5.132532487291807,0.0,0.0,0.5536978775468674,0.0,0,10.080860823799426,13.071787323822189,10.546632979884974
3807,0.8491714305541648,0.5596968297944529,0.3881885425675814,0.7083333333333334,0.5297496654959964,0.1946044755057842,0.8424835358104359,0.6130991618967531,5.65111265049168,5.2746234823769935,0.0,0.0001761203398795,0.0,0.0,5.264054697500563,0.0999792018676674,0.0,0.9651965660729808,0.0,3,9.67119345553505,13.612547754878621,5.705197715999149
