feature,importance_gain
vci_norm,1888778.8116073608
ci_norm,433050.7709503174
lum_intensity_norm,243309.49843978882
lum_adjacency_norm,158492.96646881104
gi_norm,116634.06021118164
li_norm,48305.86765289307
lum_proximity_norm,45339.33390045166
lum_norm,26527.87257385254
