feature,importance_gain
vci_norm,565892.4503936768
ci_norm,277994.1189250946
lum_intensity_norm,181746.6563835144
lum_adjacency_norm,46487.44120979309
gi_norm,35192.158475875854
li_norm,21048.396381378174
lum_proximity_norm,15560.78419303894
lum_norm,11155.904251098633
