feature,importance_gain
vci_norm,5349181.223350525
ci_norm,952548.5728149414
lum_intensity_norm,640291.967590332
lum_adjacency_norm,350607.50093078613
gi_norm,201270.77528381348
li_norm,102828.50566101074
lum_proximity_norm,87024.94801330566
lum_norm,67445.40519714355
