building_id,prototype,status,source_weather,cooling_kwh_annual,heating_kwh_annual,other_electricity_kwh_annual,cooling_kwh_m01,heating_kwh_m01,other_electricity_kwh_m01,cooling_kwh_m02,heating_kwh_m02,other_electricity_kwh_m02,cooling_kwh_m03,heating_kwh_m03,other_electricity_kwh_m03,cooling_kwh_m04,heating_kwh_m04,other_electricity_kwh_m04,cooling_kwh_m05,heating_kwh_m05,other_electricity_kwh_m05,cooling_kwh_m06,heating_kwh_m06,other_electricity_kwh_m06,cooling_kwh_m07,heating_kwh_m07,other_electricity_kwh_m07,cooling_kwh_m08,heating_kwh_m08,other_electricity_kwh_m08,cooling_kwh_m09,heating_kwh_m09,other_electricity_kwh_m09,cooling_kwh_m10,heating_kwh_m10,other_electricity_kwh_m10,cooling_kwh_m11,heating_kwh_m11,other_electricity_kwh_m11,cooling_kwh_m12,heating_kwh_m12,other_electricity_kwh_m12
6009573,residential_highrise,ok,Eplus/EnergyPlus-24.1.0-9d7789a3ac-Linux-Ubuntu22.04-x86_64/WeatherData/CHN_JS_Wuxi_Proxy_583580.epw,4699.249334788265,3125.7171567045393,2708.5313637110457,73.38621529178626,738.5677155013977,230.158956604374,84.66539649877375,586.1161189672638,207.69821075855674,123.47320821368322,463.9781126294226,228.70739375257085,268.59133365761954,206.6237982117441,224.6074584581725,416.4454989030545,53.37750789546468,228.70739375257085,596.5901870321636,7.202735868385001,221.70433275456617,982.3425034154121,0.0,231.6105194561772,969.6668350439901,0.03162658339265829,228.70739375257085,599.5645364831571,16.508698152404488,223.1558956063693,342.62337012048937,98.69458046424023,230.158956604374,151.40808577274257,342.870957535871,221.70433275456617,90.49216435539329,611.7453048949527,231.6105194561772
