fold,rmse,mae,r2
1,13.238425981804978,3.418930785054156,0.6080117566028895
2,8.999593957375245,3.0362324584609985,0.840065155509002
3,42.47370344378882,5.05871859104405,0.3879031571250492
4,24.464976923387873,5.182429693714228,0.5925443036151529
5,13.595192147943676,3.9910091824476797,-0.1605846292173927
