fold,rmse,mae,r2
1,5.918359783771467,2.9030782640853503,0.3622206954342607
2,5.557249434802375,2.965031358269847,0.33378575735852556
3,22.04833943172858,3.6911223739459014,0.07420519603601883
4,8.524851959773276,3.4831131788365464,0.2966468182396578
5,4.014478430316169,2.8656920390658103,0.49075075645894517
