fold,rmse,mae,r2
1,12.766917350007583,4.404643411539471,0.11467709888636546
2,13.918396704210313,4.4720697429584515,0.04416837042257826
3,33.603268927222615,5.234853883842068,0.0468455806775574
4,24.089374785468294,5.420575948818022,0.09079800728796494
5,6.4321988423080185,4.105184416168767,0.19139459737743714
