fold,rmse,mae,r2
1,9.02881301288404,2.441385567408061,0.5572170162813768
2,5.970564552507185,2.2891866339124234,0.8241129873013294
3,26.960381561740952,3.575079104365645,0.38644672409365144
4,15.991080199681402,3.6602591856521767,0.599350205138605
5,8.86741872084933,2.8224531580591212,-0.5367815871505006
