fold,rmse,mae,r2
1,19.368002840319512,7.110244960007316,0.16098443277524677
2,21.63524502807991,7.243504239795458,0.07568309120083383
3,52.69110431814141,8.359252909058517,0.057992240609672674
4,35.98379863648399,8.581316977061157,0.11853557663109582
5,10.549931335137952,6.687723931411331,0.30111554565860355
