fold,rmse,mae,r2
1,4.213833068039538,1.965415655902878,0.6766876079553097
2,3.353242520531863,1.9168908764727561,0.7574372758407005
3,19.37033319041893,2.766799106302335,0.2854425545184627
4,14.290907216399802,2.967464027861403,-0.9766026068188678
5,4.151280349824691,2.2462321941581296,0.4554518807852931
