grid_id_main,single_family_ha,multi_family_ha,facility_neighborhood_ha,facility_sales_ha,facility_office_ha,facility_education_ha,facility_industrial_ha,parks_green_ha,water_area_ha,road_area_ha,subway_influence_ha,bus_routes_cnt,cooling_kwh_per_m2,heating_kwh_per_m2,other_electricity_kwh_per_m2
824,0.0,2.244441257684967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7950695478565536,0.0,0,6.122118213547345,6.365782774468333,1.267052579321068
825,15.709714618630366,0.1700090678242052,0.0,0.0,0.0,17.16162763327813,0.0,0.0,0.2327403740676669,2.030858114304472,0.0,1,22.460635373847957,37.96370209365052,5.63678435898814
826,8.774513186180764,0.2100786303703102,0.0,0.0,0.0,0.0930188049683903,0.0,0.0,0.2710775329863419,2.776846443101134,0.0,0,13.862719174605989,22.222996917856,2.007604867816362
827,20.18790472269527,0.0139404242468523,0.0,0.0,0.0,0.0,0.0,0.0314528147630686,0.0,1.9851025881197777,0.0,0,30.479803969941027,49.71183273419084,4.690896450965416
828,8.786434364769892,0.2106321187588096,0.0,0.0,0.0,0.0,0.0,1.2330577868026626,0.0,1.6654874090536242,0.0,0,16.76757078578495,23.52495911087274,2.8660139213786526
829,2.304462665100132,0.0,0.0,0.0,0.0,0.0,0.0,1.152039421293196,0.0,1.907583228082144,0.0,0,3.7960617784643262,5.69807441137774,1.0562942130020605
830,4.229926216791866,0.0,0.1312308925968104,0.0,0.0,0.0,0.0,3.1354271187469216,0.0,1.7993998763135333,0.0,0,7.567407090449167,10.643582406441316,2.792655790282621
831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.049371352578191,0.0,1.781916670927686,0.0,0,0.0,0.0,0.0
832,0.0,0.1073186482642833,0.0,0.0,0.0,0.0,0.1073186482642833,1.6933962314161553,0.0,0.4354465716710114,0.0,0,0.2899574721214117,0.2441384464434917,0.3612145013073128
833,0.0,2.224587084363193,0.0,0.0,0.0,2.1521239958458995,0.0,1.738295329375965,0.0,0.9877446595156468,0.0,0,4.654178410180204,5.293739447503438,1.7053010991904665
834,0.0,9.357601079167774,0.0,0.0,0.0,4.388070127618418,0.7243208219093451,1.755636858938503,0.0,1.7496783416005652,0.0,0,12.692503741777738,18.88844735885326,13.028855556729914
835,0.0,0.3046108851171978,0.0,0.0,0.0,0.0,0.3046108851171978,0.0,0.0,0.7436803081434379,0.0,0,1.0941503873705407,0.9832660962075668,0.3184095933231974
836,0.0,4.364076774385621,0.0,0.0,0.0,0.0,4.105558176872961,0.0,1.6305560484043635,1.023818914402432,0.0,0,6.727104868343793,9.452072255277349,2.027289104697074
837,0.0,0.2396021074924001,0.0,0.0,0.0,0.0,0.2396021074924001,0.0,2.6961426616630133,0.1751874552498398,0.0,0,0.5419727977332638,0.5274034742818994,0.6014032056021175
838,0.752538288250858,1.6804919207532734,0.0,0.0,0.0,0.0,2.505806420206024,0.0553381281023125,0.0,1.1793935876825403,0.0,0,4.449934882993314,5.38610898224728,5.047199223035319
839,0.0,20.96431238563963,0.0,0.0,0.0,0.0,20.96431238563963,0.1382725916917636,0.0,0.2044843621910149,0.0,0,16.39989720432131,35.88841367155043,24.18991963714031
840,0.0,16.385272088198914,0.0,0.0,0.0,0.0,16.385272088198914,0.0,0.0,0.0,0.0,0,16.615255730034523,29.94816277030717,13.21721215176473
841,0.0,0.0947238286744555,0.0,0.0,0.0,0.0,0.0947238286744555,0.0,0.0,0.1685578172040995,0.0,1,0.2958209832836491,0.2494795201317647,0.2401933681440735
842,3.0757259571880744,7.721475941643221,0.0,0.0,0.0,0.0,10.797201898831297,0.0,0.0,1.053072535002238,0.0,1,14.310303445942532,22.767316441654465,8.19242139960792
843,0.5796524460091034,3.5062914226461697,0.0,0.0,0.0,0.0,4.085943868655273,0.0,0.0,0.1301792962907113,0.0,0,6.528781019858516,8.822029735623834,5.591632301566875
844,0.4653370172249915,0.0,0.0,0.0,0.0,0.0,0.4653370172249915,0.0,0.0,0.3765972292337572,0.0,0,0.9295507787085516,1.2075790509206958,0.5026978369213356
845,0.0,0.2172142093048497,0.0,0.0,0.0,0.0,0.0164474821017941,0.0314757098777119,0.0,0.3299149914637411,0.0,0,0.7492529366630242,0.6778221867451307,0.3743704989250259
846,0.6429581800138582,0.0,0.0,0.0,0.0,0.0,0.0,3.39810863846317,0.0,1.0699200635643094,0.0,0,1.4030686206814944,1.6782499501068795,0.6758196614116786
847,6.8138549649692095,0.0,0.0,0.0,0.0,0.0,0.0,0.1595652906978208,0.0,1.052512940889561,0.0,0,14.758407355889736,18.047051674083335,7.901530904117261
848,9.817435728397582,0.0035532617493417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4169095604216044,0.0,0,17.474420317217273,24.46768982895697,8.22805880693228
849,7.2690400991377535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9799424295205468,0.0,5,14.410726223909853,18.64125668804418,6.6324515257847
850,7.200486475597152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7650057581000272,0.0,0,14.845218647174226,18.517199882583064,7.394033256643071
851,23.163194449255105,0.0328118539743836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0471974482538445,0.0,0,38.09292053088159,58.02796086376644,7.457578224649896
852,32.637427446447624,0.0157333037729943,0.0,32.653160750220614,0.0,0.0,0.0,0.0,0.0,0.7166195002609368,0.0,0,23.17950439479232,66.48743383685066,9.855373933029176
853,1.3740815062113638,0.0075070010964073,0.0,0.0075070010964073,0.0,0.0,0.0,0.3629003981060807,0.0,2.603579515108059,0.0,3,2.7209069786743947,3.761133731817538,0.3375686102990956
854,16.105003604207905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3223151737964668,0.9965411124219876,0.0,0,23.650251365309263,39.03913271480194,4.322726784682205
855,30.2530473308956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.137044672014922,0.0,0,45.68939367870316,74.12651289937355,7.617380060991881
856,13.607235162359938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8744153043562332,0.0,3,21.354185115301597,33.530972302426434,7.645956495533212
857,5.05807714481112,3.815363560683027,0.0,0.0,0.0,0.0,9.429555484414015,0.0,0.0,0.4899452973908946,0.0,0,16.449768144172396,21.04415343173084,13.348809975774794
858,0.9758676417165986,11.799564273171748,0.0,0.0,0.0,0.0,12.912052418761162,0.0,0.0,0.4013917256728746,0.0,0,18.041665381336024,25.686818615368704,17.26179689139458
859,3.553446403266069,9.690017559235333,0.0,0.0,0.0,0.0,14.036650077885138,0.0,0.0,0.7776867502911758,0.0,0,17.091111852044417,26.112391851749635,16.712521100659806
860,0.0,10.474307955256828,0.0,0.0,0.0,0.0,10.474307955256828,0.0,0.0,2.054665832620912,0.0,0,14.904048083657868,21.268734283536105,12.856122368146131
861,0.0,26.37557360120588,0.0,0.0,0.0,0.0,26.37557360120588,0.0,0.0,0.4021664079031325,0.0,0,22.83766168563644,47.08700692956312,21.19521982864838
862,0.0,37.20945354177295,0.0,0.0,0.0,0.0,37.20945354177295,0.0,0.0,0.7044711491555561,0.0,0,29.713347341607328,67.44564901948975,21.607015464094804
863,0.0,32.41262377683633,0.0,0.0,0.0,0.0,32.29186477460313,0.0,0.0,1.4301469653742207,0.0,0,26.2662749603798,58.52925933851999,25.0721512230634
864,0.0,11.437805495045216,0.0,0.0,0.0,0.0,11.437805495045216,0.0,0.0,0.7763670804956356,0.0,0,16.854683735351582,23.97234380445046,12.926776605671126
865,0.0,8.401993307555255,0.0,0.0,0.0,0.0,8.354290160120389,0.0,0.0,0.3741493326853644,0.0,0,8.954388910574764,16.03682089792431,6.500365613659555
866,0.0,4.733252217021575,0.0,0.0,0.0,0.0,0.0,1.0659226712362992,0.0,0.6459908232720013,0.0,0,5.234972755492411,8.81942594963226,3.128271640772846
867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5713663104409343,0.0,1.2327085292246855,0.0,0,0.0,0.0,0.0
868,0.0,6.097164340496756,0.0,0.0,0.0,0.0,0.0,0.001604686816229,0.0,0.2673049114706643,0.0,0,6.8449921142538,11.522532203919098,8.360283200027446
869,0.0,9.181019502961911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9451923972354284,0.0,0,7.709636862412363,15.252146150075356,11.59437074491804
870,0.0,0.4002023405025894,0.0,0.0,0.0,0.0,0.4002023405025894,0.0012948809543385,0.0,0.7835909765966999,0.0,1,2.0309803553104504,1.6484876725491855,0.6419380031070024
871,0.0,0.2183120938506678,0.0,0.0,0.0,0.0,0.2183120938506678,0.0,0.0,0.2341438482238707,0.0,0,0.624821239533677,0.5593308717993557,0.4068083968474526
872,0.0,15.839398185787198,0.0,0.0,0.0,0.0,15.839398185787198,0.0,0.0,0.7340990006376854,0.0,0,16.44609984940304,30.04979979546508,11.77918126514271
873,0.0,16.189893488044216,0.0,0.0,0.0,0.0,16.189893488044216,0.0,0.0,0.1846699939722874,0.0,0,14.715966840541212,29.73221052674844,17.66429321701371
874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272692073966991,0.0,0,0.0,0.0,0.0
875,0.0,0.4573174989800095,0.0,0.0,0.0,0.0,0.1040215701844416,0.0,0.0,0.5812455072763449,0.0,0,1.592218103848641,1.2864648534515877,1.4588671887242997
876,0.0,0.4115924363026601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4106183246001432,0.0,0,1.98312095871365,1.5405138359904955,1.1600978991586026
877,0.0,0.0370815307115948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9515355813531218,0.0,0,0.2814088556620943,0.1827276744653149,0.1365181642306233
878,0.0,0.3466735165837028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6045893954145691,0.0,0,2.0951507042365614,1.5017892193888864,1.2781959414972102
879,0.0,0.3604593166966781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1000971909773964,0.0,0,2.067215747708109,1.449980874399339,1.370213344657675
880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.263303955169159,0.398667385780501,0.0,0,0.0,0.0,0.0
881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.057574866607047,0.0,0.0,0,0.0,0.0,0.0
882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.045323845728529,0.0,0.0,0,0.0,0.0,0.0
883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.720459376053991,0.1015474396647482,0.0,0,0.0,0.0,0.0
884,0.0,0.1194752701553756,0.0,0.0,0.0,0.0,0.0,0.0,2.3328633137396477,0.0961526489604346,0.0,0,0.4356727276722617,0.3391109088527813,0.3159465301489648
885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.439264061396366,0.0398695448657154,0.0,0,0.0,0.0,0.0
886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.030783770524181,0.0,0.0,0,0.0,0.0,0.0
887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5010408280527632,0.1036149712714593,0.0,0,0.0,0.0,0.0
888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1786370527122839,0.0,0.0,0,0.0,0.0,0.0
889,4.7987398868413775,0.0286775472698232,0.0,0.0,0.0,0.0286775472698232,0.0,0.0,0.0,1.447732947195012,0.0,0,9.771843588963751,14.16150200339073,1.1677017298355536
890,10.40375200095568,0.1539171093429001,0.0,0.0,0.0,0.0385606198823172,0.0,0.0,0.0,1.3697045732200426,0.0,0,17.58739993237183,26.774770968782946,2.9250678693624708
891,5.787928237865492,1.4173886380642715,0.0,0.0,0.0,1.9719110896675784,0.0,0.0,0.0,1.0498728354808355,0.0,0,15.761582773848122,19.950582915592538,3.934103061545452
892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.772527379559366,0.0,0.543190094584245,0.0,0,0.0,0.0,0.0
893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0,0.0,0.0,0.0
894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.751609056173526,0.0,1.3087032795485942,0.0,1,0.0,0.0,0.0
895,0.0,12.346010649001858,0.0,0.0,12.346010649001858,0.0,0.0,0.0,0.0,0.7514582845091657,0.0,0,24.826376145705435,29.704303305543338,9.106414300817912
896,0.0,0.3038667301194682,0.0,0.0,0.3038667301194682,0.0,0.0,0.0,0.0,0.8410121743578113,0.0,0,1.30863448562415,1.1178978811256457,0.4538938633337493
897,3.6260113386248594,0.0,0.6202100621323726,0.0,0.0,0.0,0.0,0.8616326583702967,0.0,2.350245919431119,0.0,0,7.109263230099545,9.125182839680212,3.5528881413588627
898,8.82292472843604,0.0,2.3855526109571,0.0,0.0,0.0,0.0,1.9699535519881175,0.0,1.5035590397343228,0.0,0,16.553326024543612,22.227448707073727,6.805480149223656
899,10.638652655977454,0.0,0.6563487763573177,0.0,0.0,0.0,0.0,1.3235631658923703,0.0,2.0546028064121677,0.0,0,20.71050133873631,27.77602485120621,6.411473976754489
900,17.494635546803195,0.0,8.018181115576581,0.0,0.0,0.0,4.625189207495731,0.4401647333939944,0.0,2.196945220114739,0.0,3,30.78111882094764,44.1241589250613,7.925222815434674
901,12.133096433684017,0.0,3.3661862439038246,0.0,0.0,0.0,3.742369936596571,0.780120385949373,0.0,1.658108630918524,0.0,0,23.14031428472699,30.70107047249388,8.50925425923058
902,28.845589360411708,0.0,11.146962613943307,0.0,0.0,0.0,0.0,0.4408178260602176,0.0,2.1169623100311674,0.0,0,43.13174461510414,70.3220833371112,7.462000846918339
903,2.984006401923589,0.0,0.0,0.0,0.0,0.0,0.0,0.1831004547914392,0.0,1.9859480026466467,0.0,0,6.01803146937618,8.252954141871282,0.8329450318858214
904,0.0,0.2060083294534941,0.0,0.0,0.0,0.0,0.0,0.0819344550273346,0.0,0.2331256798929396,0.0,0,0.5256635266389941,0.4987418296570592,0.3178662620834667
905,0.0,11.473302945297414,0.0,0.0,0.0,0.0,9.36396249026645,1.1714030807120024,0.0,1.3236399823297629,0.0,0,13.15597307536492,22.649169668759,13.068620902798608
906,0.0,2.7362154045058045,0.0,0.0,0.0,0.0,2.7362154045058045,0.0,1.5379366467218625,0.9714585890443151,0.0,0,5.258673295885039,6.566115753269844,1.481501248222595
907,0.0,18.22893484828539,0.0,0.0,0.0,0.0,17.784152898590637,0.0,3.436345850643681,0.69887863646869,0.0,0,16.95598014422818,32.59807501981885,13.648520494106966
908,0.0,0.262634020204005,0.0,0.0,0.0,0.0,0.262634020204005,0.0917834939929879,0.0226889088438302,1.180527200641197,0.0,0,1.3908327245529089,1.0579754931330116,0.6819610283860159
909,0.0,15.367411949453231,0.0,0.0,0.0,0.0,15.367411949453231,0.026068972089239,0.0,0.895988917043661,0.0,0,13.861012366134853,27.54384592239045,13.444438143230316
910,0.0,5.255718615381636,0.0,0.0,0.0,0.0,5.255718615381636,0.1763204760917094,0.0,0.8813797775941484,0.0,0,8.135134512904111,11.271547758272918,4.551183653469644
911,0.0,3.807725613491555,0.0,0.0,0.0,0.0,3.807725613491555,0.0,0.0,0.1255817358300632,0.0,0,4.737111528538294,7.269041193314761,5.366104494689707
912,0.0,2.365375006347127,0.0,0.0,0.0,0.0,2.365375006347127,0.0,0.0,0.9856059278693212,0.0,0,3.568465015808008,5.069341338414795,1.043133297042104
913,12.073791561178991,8.618733813767943,0.0,0.0,0.0,0.0,20.692525374946936,0.0,0.0,0.8345776513312134,0.0,0,28.651096710031627,45.1204458466244,19.147666575090508
914,9.891858068415427,3.38591708794215,0.0,0.0,0.0,0.0,13.277775156357576,0.0,0.0,0.3750942657263678,0.0,0,16.09937938030892,28.00253740259954,13.008176069545415
915,0.7502086318168008,3.396595525232318,0.0,0.0,0.0,0.0,4.146804157049119,0.0,0.0,0.4880185336003931,0.0,0,7.323568433407348,9.430020931980147,3.4696570759627434
916,1.5710482796680434,0.5218401456719174,0.0,0.0,0.0,0.0,1.985475659322437,0.0,0.0,0.2461633041494509,0.0,0,5.472707178893876,6.071034955639342,1.7427479584868413
917,0.2525005800323462,0.0611585675270953,0.0,0.0,0.0,0.0,0.0611585675270953,0.6805249677112868,0.0,1.5992221773080335,0.0,1,1.0046759662747595,1.0084083330994422,0.6581334109124972
918,7.055365323658926,0.0,0.0,0.0,0.0,0.0,0.0,0.1081930122440001,0.0,1.0591176396954842,0.0,4,14.506385175007471,17.76490428121211,8.825318426493972
919,6.336524582541994,1.4820293817883343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6044965071945226,0.0,0,16.527771881454044,20.16625425900557,6.969560396843802
920,5.08305873163355,1.1413935430897777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2053988477201658,0.0,8,12.748440954738248,15.825784898594286,5.748303036533802
921,9.424216814895496,0.056997858316779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7503470705801283,0.0,5,19.44938184973664,24.410611351519133,8.481339861347656
922,15.249309652186124,0.8577278508311096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932680429302302,0.0,4,25.20776431700373,39.65080606008303,4.525836331208603
923,21.561899866790483,0.3055737733237051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699964877124331,0.0,0,36.73331912152223,55.05703640223844,6.89627525391336
924,17.47344111332346,0.0,7.678641878307052,0.0,0.0,0.0,0.0,0.133048765110843,0.0,1.313329625926099,0.0,0,27.94703078500186,43.29124230733749,5.694137386146958
925,4.355072044745289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3620434928241156,0.9590541917614972,0.0,0,8.856527189382572,11.093973517844692,4.732157477358925
926,18.297375610751043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.329887990761872,0.0,0,30.549137480159786,46.44834132677252,4.510428500079592
927,20.981052605177855,0.0009833359287773,0.0,0.0,0.0,0.0,1.5103959334440458,0.0,0.0,1.085558375877849,0.0,0,35.693336497300685,53.14681804462509,8.392508843112331
928,13.543982289906372,7.594245031078731,0.0,0.0,0.0,0.0,21.73861945121591,0.0,0.0,0.2824375039925835,0.0,0,28.94714181530147,45.61996222307168,21.90463886687792
929,11.11134644711747,1.4872342625603945,0.0,0.0,0.0,0.0,12.62193147816599,0.0,0.0,0.2008255215536337,0.0,0,16.330122550776792,28.1778582491676,11.693031111170564
930,0.9963621642609872,5.798651615517646,0.0,0.0,0.0,0.0,6.795013779778633,0.0,0.0,0.5080476401966669,0.0,0,10.201371077147302,14.536796422085814,6.196778777208036
931,0.0,20.13734030896294,0.0,0.0,0.0,0.0,20.13734030896294,0.0,0.0,1.8057826982773504,0.0,0,21.01641394324582,37.81419088605027,20.355168800971324
932,0.0,34.31289377778572,0.0,0.0,0.0,0.0,34.31289377778572,0.0,0.0,0.6130255228549447,0.0,0,37.38562052275796,66.75514833276908,24.536838113923505
933,0.0,28.939014083922647,0.0,0.0,0.0,0.0,28.939014083922647,0.0,0.0,0.4061119232981582,0.0,0,32.974077480160965,55.62469015430423,26.77413576830241
934,0.0,32.28654630845201,0.0,0.0,0.0,0.0,32.28609962227403,0.0,0.0,0.7536063385238861,0.0,0,27.818671927349904,60.48576331470039,15.880995119443783
935,0.0,28.70825916444793,0.0,0.0,0.0,0.0,28.70825916444793,0.0,0.0,0.3057527510589272,0.0,0,29.56648187612841,53.59706280530365,30.199799718388125
936,0.0,0.3567913455779606,0.0,0.0,0.0,0.0,0.1559578773293077,0.0,0.0,0.5168816403043711,0.0,0,1.1811472879364322,1.0481733802067037,0.6614214852998894
937,0.0,0.1845420377992507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1033166222910369,0.0,0,0.6503610195663666,0.5700517452622332,0.6121143585495359
938,0.0,5.693673052379004,0.0,0.0,0.0,0.0,0.0,0.0201757816908244,0.0,1.0693735825703496,0.0,0,5.764034457845695,10.71723542339184,3.961112550351548
939,0.0,1.1982344038768045,0.0,0.0,0.0,0.0,0.0,0.8506311740738866,0.0,0.7332755147525906,0.0,0,2.3242016350691976,2.6297324212406674,1.9059271947763103
940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1539036028492865,0.0,0,0.0,0.0,0.0
941,0.0,0.207081430892954,0.0,0.0,0.0,0.0,0.207081430892954,0.0,0.0,0.7939501755805276,0.0,0,0.836623191775151,0.6780519970868716,0.4134809689242958
942,0.0,0.0417961982502621,0.0,0.0,0.0,0.0,0.0417961982502621,0.0,0.0,0.7548243627832321,0.0,0,0.3199097775949019,0.220860411055443,0.1251372917939734
943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
944,0.0,11.422824254006494,0.0,0.0,0.0,0.0,11.422824254006494,0.0,0.0,0.4206338784119634,0.0,0,9.964413164530852,20.728104367921983,11.05177657651573
945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.715000138081475,0.0,1,0.0,0.0,0.0
946,0.0,13.9742043156577,0.0,0.0,0.0,0.0,8.034438129603584,1.052931752760552,0.0,1.034612605690841,0.0,0,17.82206635716602,26.933514105867683,22.30838426360157
947,0.0,0.0090737849721674,0.0,0.0,0.0,0.0,0.0,0.1119766411000061,0.0,0.4088478295350533,0.0,0,0.0760014006505262,0.0505843075920637,0.0252772635629004
948,0.0,0.0274983189160308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6313023373588493,0.0,0,0.1240018404531,0.088582262265266,0.0974970268472826
949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0980929056229309,0.0,0,0.0,0.0,0.0
950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.177201054056955,0.0,0,0.0,0.0,0.0
951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.351893475999692,0.0,0.0,0,0.0,0.0,0.0
952,0.0,0.96981867176816,0.0,0.0,0.0,0.0,0.0,0.0,1.2157183093711408,0.5068826724435826,0.0,0,3.1136103347369573,2.6229894996991727,2.86671331073556
953,0.0,0.4587797810213528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1732605195143007,0.0,0,2.387479760200643,1.7658811929171054,1.5238487239483898
954,0.0,0.0887226207738122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3898840499366105,0.0,0,0.4829736803157941,0.3424143255773797,0.3369167082031254
955,0.0,0.0637818746610798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8019193736200128,0.0,0,0.689231448689041,0.4603932541021552,0.2170598373940524
956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4038373066572256,0.0,0,0.0,0.0,0.0
957,0.0,0.0060372784684518,0.0,0.0,0.0,0.0,0.0,0.0,0.2368142076369505,0.0961670381672733,0.0,0,0.1127745789345346,0.076327766613496,0.0408268
958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7060284657024468,0.609863735016727,0.0,0,0.0,0.0,0.0
959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.832105283901997,0.4005241616803687,0.0,0,0.0,0.0,0.0
960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11873157356158,0.0015124862078633,0.0,0,0.0,0.0,0.0
961,0.6865638290952767,0.0,0.0,0.0,0.0,1.1697286618618703,0.0,0.0,0.0,0.2271079522573789,0.0,0,25.75291315908754,31.139167994994317,15.289215759260768
962,6.8820073276978455,0.0921879661142537,0.0,0.0,0.0,7.047951886661924,0.0,0.0,0.0,0.7872492134990614,0.0,0,10.397815313669591,16.5087763506996,5.647287314560597
963,0.0,0.4586529266448657,0.0,0.0,0.0,0.4586529266448657,0.0,0.0,0.0,0.7077165898817223,0.0,0,1.3286176468209456,1.2624247715176191,0.6466350672593658
964,1.3187900912970811,5.58378890549244,0.0,0.0,0.0,8.2030193607789,0.0,0.0,0.0,0.7613880706199808,0.0,0,13.098255374649025,16.28260038578904,7.236280334062538
965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.620536414412458,0.0,1.3659802628773698,0.0,2,0.0,0.0,0.0
966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.762056484432149,0.0,0.6509599616333751,0.0,0,0.0,0.0,0.0
967,0.0,0.5341612456436019,0.0,0.0,0.144017242003685,0.0,0.0,1.829556142286091,0.0,1.6721458496396746,0.0,0,1.978664017038127,1.5895351217649678,1.4716910069661808
968,0.0,9.926570888731922,0.0,0.0,9.926570888731922,0.0,0.0,0.0,0.0,0.9473058475337084,0.0,1,14.694070831549666,21.62220001689798,4.028511578296572
969,0.0,0.0893322276902296,0.0,0.0,0.0893322276902296,0.0,0.0,0.0,0.0,0.759191115814155,0.0,1,0.453042774127501,0.3662451721142317,0.0541849661275646
970,6.207510105489171,0.0,3.34357923695875,0.0,0.0,0.0,0.0,0.5913781061002744,0.0,2.4129037627500693,0.0,3,12.304012873279246,15.899041509770614,5.3469123020596925
971,10.062443559049123,0.0132198148255509,1.884236633253827,0.0,0.0,0.0,0.0,1.0888406073432348,0.0,1.8234933296647884,0.0,13,16.758452958882213,24.557798420094688,6.011994014599281
972,10.00210715063684,0.1077143252807209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4490825407590349,0.0,0,16.557961039397,24.230660440882023,6.31117741064916
973,31.291005732700864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9237188942700811,0.0,8,41.40626734864794,72.72501911372156,10.895744965308428
974,18.778841203447705,0.0,1.663773211022357,0.0,0.0,0.0,2.3041263420112426,0.0628372087137177,0.0,2.3549773083829826,0.0,0,31.942681756239143,47.35306345404731,6.285015240693783
975,15.593489757726164,0.0032027130939031,0.0,0.0,0.0,0.0,0.0,0.1676378524484897,0.0,2.227018856241934,0.0,5,25.75520079556417,38.53824039278427,6.765533180611553
976,10.743160814130432,0.4267957639045303,0.0,0.0,0.0,0.0,0.0,0.8513178589420084,0.0,2.304584582705929,0.0,0,21.071989153101995,28.94969110890636,5.055996085321269
977,1.5539355376988044,0.0,0.0,0.0,0.0,0.0,0.0,2.012081784972432,0.0,1.6834051006252635,0.0,0,3.0185660258524454,4.237457740782048,0.3464996915115853
978,0.0,0.7995011214758261,0.0,0.0,0.0,0.0,0.7995011214758261,0.1339647524294367,1.2374938743285493,1.0879876166614633,0.0,0,1.5958752073461249,1.88480686595022,0.92470007189277
979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.648912969686542,0.2227945734601109,0.0,0,0.0,0.0,0.0
980,0.0,0.2607356419743675,0.0,0.0,0.0,0.0,0.2607356419743675,0.0,2.503162686020203,0.5789941078799873,0.0,0,0.7728005059450941,0.7005620977869987,0.4189986981020485
981,0.0,21.66727909493877,0.0,0.0,0.0,0.0,21.531506404495182,0.0,2.345702182252728,0.5601606406705337,0.0,0,16.590190672477565,37.93845283987319,12.894264175937478
982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062985038830111,0.8867390388950763,0.0,0,0.0,0.0,0.0
983,0.0,0.0374810849227596,0.0,0.0,0.0,0.0,0.0374810849227596,0.0013795661833741,0.0,0.1993102682719739,0.0,0,0.15374670733658,0.1141475535409558,0.1372549116384578
984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.309285400273008,0.0,2.2073911541337097,0.0,0,0.0,0.0,0.0
985,4.864130820693834,8.764742864613183,0.0,0.0,0.0,0.0,13.62887368530702,0.909382662448442,0.0,0.907370887090226,0.0,0,14.967669265951589,27.036630799425343,13.709063302135524
986,2.2455786880786994,12.301799006424844,0.0,0.0,0.0,0.0,14.547377694503544,0.0,0.0,0.363903366257521,0.0,0,19.14866459546802,29.16105000511559,13.65794152349252
