target_key,target,mae_floor,mae_land,r2_floor,r2_land,rmse_floor,rmse_land,r2_original_land_full,rmse_original_land_full,mae_original_land_full,delta_r2_floor_vs_land_filtered,delta_r2_floor_vs_original_land_full,delta_rmse_floor_vs_land_filtered,delta_rmse_floor_vs_original_land_full
cooling,Cooling load,4.137464142144223,1.7687769946924825,0.45358794872694014,0.9174998972179624,20.554378490860117,3.010415113166119,0.9380862902888071,2.630628116305648,1.3329266438276743,-0.4639119484910223,-0.48449834156186694,17.543963377694,17.92375037455447
heating,Heating load,2.9576727298794854,1.5007562292734293,0.36606906913289244,0.9612160972241794,13.363651609532582,3.454204635305582,0.9682127915863494,3.0798709243337874,1.1508276198627498,-0.595147028091287,-0.6021437224534569,9.909446974226999,10.283780685198794
other_electricity,Other electricity,2.3725603721395006,1.957850439632228,0.23968334245617964,0.7686109034231908,9.075919269042965,3.3342940363654505,0.8373434994808797,2.7415985490208525,1.4132703810571856,-0.5289275609670112,-0.5976601570247001,5.741625232677514,6.334320720022112
