feature,importance_gain
single_family_ha,1441.12646484375
multi_family_ha,465.1195983886719
facility_industrial_ha,320.979248046875
water_area_ha,110.24591827392578
bus_routes_cnt,95.3922348022461
subway_influence_ha,67.29093933105469
facility_office_ha,66.39610290527344
facility_sales_ha,59.38084030151367
facility_neighborhood_ha,58.80118179321289
facility_education_ha,53.32371520996094
road_area_ha,52.19928741455078
parks_green_ha,44.002349853515625
