feature,importance_gain
single_family_ha,3301.4228515625
multi_family_ha,1524.1624755859375
facility_industrial_ha,1063.456787109375
water_area_ha,269.5305480957031
bus_routes_cnt,205.67369079589844
facility_office_ha,144.97634887695312
subway_influence_ha,117.32544708251953
facility_sales_ha,106.89153289794922
facility_neighborhood_ha,96.53829193115234
road_area_ha,84.83966827392578
facility_education_ha,70.38219451904297
parks_green_ha,33.81697082519531
