feature,importance_gain
vci_norm,2798.421630859375
ci_norm,805.3610229492188
lum_intensity_norm,670.7227783203125
lum_proximity_norm,536.6193237304688
lum_adjacency_norm,516.0526123046875
gi_norm,466.8078918457031
lum_norm,374.3039245605469
li_norm,368.786865234375
