feature,importance_gain
vci_norm,1084.1136474609375
ci_norm,318.50543212890625
lum_intensity_norm,245.99551391601562
lum_proximity_norm,206.07684326171875
lum_adjacency_norm,196.8163299560547
gi_norm,193.9767303466797
li_norm,151.77960205078125
lum_norm,140.01039123535156
