fold,rmse,mae,r2
1,3.6920344040446977,1.9699873659458318,0.7734628424319288
2,3.64628025168127,2.067494459792629,0.7101623611079442
3,3.358090058948201,1.9443257945210366,0.7650051806596481
4,2.764044866408992,1.8215125606494742,0.835810146584123
5,3.2110206007440913,1.9859320172521702,0.75861398633231
