fold,rmse,mae,r2
1,3.5789736720821286,1.5740621358374953,0.9659539946312142
2,3.631404473438934,1.6972113166680745,0.9620086977156025
3,2.5942813177913733,1.5260717338558139,0.975837454186101
4,2.0708691175794036,1.4188054642234516,0.9855425297766244
5,2.957293877335666,1.5284504796230605,0.9682806783585872
