fold,rmse,mae,r2
1,4.388810613057705,2.548144236422113,0.8403626480972559
2,4.141392931682719,2.6595114934711224,0.8580183383395551
3,3.502134692090187,2.5234793673677607,0.8781335934442736
4,3.296764510917437,2.378094915587373,0.8997529625134382
5,3.568505286382918,2.4671396861105372,0.8745984943806376
