fold,rmse,mae,r2
1,3.5711751305309507,2.517233512390577,0.7880515399896004
2,3.7497243138712277,2.4641027468017462,0.6934838441901126
3,3.662036341140539,2.487993318314735,0.7205404795641441
4,3.108952420901369,2.3422742383186526,0.7922771416960068
5,3.493566689989737,2.4519781042526057,0.7142646353129407
